,Date,Time,contact,Message
7714,2020-03-24,9:10 PM,Mina,😂😂😂😂
7715,2020-03-24,9:10 PM,Mina,U see human beings are stupid oo
7716,2020-03-24,9:10 PM,Mina,That's what the Italians did oo
7717,2020-03-24,9:11 PM,Success,Exactly the same tin
7718,2020-03-24,9:11 PM,Success,U make them take fool
7719,2020-03-24,9:11 PM,Mina,Why would you do such a thing
7720,2020-03-24,9:12 PM,Success,It's just that u r there
7721,2020-03-24,9:12 PM,Success,Wat gathering was that
7722,2020-03-24,9:13 PM,Mina,Do I even know
7723,2020-03-24,9:13 PM,Mina,Do I ?
7724,2020-03-24,9:13 PM,Mina,Stupidity
7725,2020-03-24,9:13 PM,Mina,It's not a festive season so I wonder
7726,2020-03-24,9:13 PM,Mina,Like they should have locked the gate paa and lashed them
7727,2020-03-24,9:14 PM,Success,I hope u guys hv enough food stuffs
7728,2020-03-24,9:14 PM,Success,😂😂😂😂
7729,2020-03-24,9:15 PM,Mina,For the where😂
7730,2020-03-24,9:15 PM,Success,Herr😂😂
7731,2020-03-24,9:15 PM,Mina,The way we eat at home de3
7732,2020-03-24,9:16 PM,Success,Elder sis dey hos?😂😂
7733,2020-03-24,9:16 PM,Mina,We that a whole sack of rice finishes before a month ends
7734,2020-03-24,9:17 PM,Success,They will have to understand the current times
7735,2020-03-24,9:18 PM,Mina,😂😂😂
7736,2020-03-24,9:18 PM,Success,Two cups will be enough for all of u😂😂😂
7737,2020-03-24,9:18 PM,Mina,Agye s3 yeyi obiaa efu na  y3b) ho
7738,2020-03-24,9:19 PM,Success,Eii😂😂😂😂
7739,2020-03-24,9:19 PM,Mina,Mom de3 me as wedey sch saa na I told her that we have to shop and keep it .
7740,2020-03-24,9:19 PM,Success,U deir u will survive
7741,2020-03-24,9:20 PM,Mina,She has taken the thing lightly oo😂😂😂😂
7742,2020-03-24,9:20 PM,Success,U hv no p dealing with hunger
7743,2020-03-24,9:20 PM,Mina,When I went to sch I took my provisions out of your locker oo😂😂😂
7744,2020-03-24,9:20 PM,Mina,Cos I looked into the future
7745,2020-03-24,9:21 PM,Success,Eiii herr😂😂😂😂
7746,2020-03-24,9:21 PM,Success,🙆‍♂🙆‍♂🙆‍♂🙆‍♂😂😂😂😂
7747,2020-03-24,9:22 PM,Mina,Hw3 she she doesn't know
7748,2020-03-24,9:22 PM,Success,Enoa na woa y3 no
7749,2020-03-24,9:23 PM,Mina,I've been buying small small things down😂😂😂😂
7750,2020-03-24,9:23 PM,Success,Get some gari too😂😂
7751,2020-03-24,9:23 PM,Success,It could be a life saver😂😂
7752,2020-03-24,9:23 PM,Success,Olonka 5😂😂😂
7753,2020-03-24,9:24 PM,Success,U go do the fasting?
7754,2020-03-24,9:28 PM,Mina,😂😂😂ah I've chopped your body pain paa oo.
7755,2020-03-24,9:29 PM,Mina,Your asking me if I'll do what addo has said?
7756,2020-03-24,9:29 PM,Success,Ahhh😂😂😂
7757,2020-03-24,9:30 PM,Mina,Those who have the Ghana card should fast
7758,2020-03-24,9:31 PM,Success,He said go home eno deir u went anaa meboa😂😂
7759,2020-03-24,9:31 PM,Success,U hv some
7760,2020-03-24,9:32 PM,Success,There is no escape for u oo😂😂
7761,2020-03-24,9:32 PM,Mina,Apuu.
7762,2020-03-24,9:32 PM,Mina,I went because I had to
7763,2020-03-24,9:33 PM,Success,Eiii😂😂
7764,2020-03-24,9:34 PM,Mina,😂😂😂
7765,2020-03-24,9:34 PM,Mina,True
7766,2020-03-24,9:35 PM,Success,I see
7767,2020-03-24,9:35 PM,Mina,I'm hungry
7768,2020-03-24,9:36 PM,Success,Wat do u feel like taking
7769,2020-03-24,9:36 PM,Mina,☺️I like these questions oo.
7770,2020-03-24,9:37 PM,Mina,I want to drink cocktail😋
7771,2020-03-24,9:37 PM,Success,😂😂
7772,2020-03-24,9:37 PM,Success,With wat
7773,2020-03-24,9:38 PM,Mina,That alone
7774,2020-03-24,9:38 PM,Mina,I've eaten oo.  I'm full.
7775,2020-03-24,9:38 PM,Mina,Maybe I'm thirsty that's why. Cos I don't think I've drank water today
7776,2020-03-24,9:38 PM,Success,Oh how come on add sometin
7777,2020-03-24,9:38 PM,Success,Eiii😂😂😂💔💔
7778,2020-03-24,9:38 PM,Success,😂😂😂
7779,2020-03-24,9:39 PM,Mina,😂😂😂😂😂
7780,2020-03-24,9:39 PM,Success,It's dessert u wont
7781,2020-03-24,9:39 PM,Mina,"No that aside, I'm thirsty"
7782,2020-03-24,9:39 PM,Success,U see ur life😂😂😂
7783,2020-03-24,9:40 PM,Success,You want sometin to cool down
7784,2020-03-24,9:40 PM,Mina,Yh
7785,2020-03-24,9:43 PM,Success,Some don Simon will do?
7786,2020-03-24,9:43 PM,Mina,Ooooh my baiiibyyy
7787,2020-03-24,9:43 PM,Mina,You know me too well
7788,2020-03-24,9:43 PM,Mina,😂😂😂yes nowwww
7789,2020-03-24,9:44 PM,Success,😂😂😂
7790,2020-03-24,9:46 PM,Mina,"Yes so now as uve whet my appetite, I ask , where's the don Simon?"
7791,2020-03-24,9:50 PM,Success,It's coming right up🏃‍♂🏃‍♂🏃‍♂
7792,2020-03-24,9:52 PM,Mina,I'm waiting
7793,2020-03-24,10:05 PM,Success,Sure sure
7794,2020-03-24,10:05 PM,Success,Seriously😂😂
7795,2020-03-24,10:05 PM,Success,Oh ampa?
7796,2020-03-24,10:06 PM,Mina,Yh
7797,2020-03-24,10:06 PM,Mina,Oh I've known it about 2days now
7798,2020-03-24,10:07 PM,Mina,I thought it was a joke
7799,2020-03-24,10:18 PM,Success,Is it also as dangerous as corona?
7800,2020-03-24,10:18 PM,Success,Wow
7801,2020-03-25,8:29 AM,Mina,Nuuh. I learned theres a vaccine for it
7802,2020-03-25,8:30 AM,Mina,But these Chinese people can cause a mutation in the current one affecting n killing people. That'll unull the effect of the vaccine
7803,2020-03-25,11:21 AM,Success,Thank goodness
7804,2020-03-25,11:22 AM,Mina,Viewed my status?
7805,2020-03-25,11:22 AM,Success,SaaEii these people
7806,2020-03-25,11:22 AM,Success,Let me check it out
7807,2020-03-25,11:23 AM,Success,👀👀👀eiii🙆‍♂🙆‍♂🙆‍♂🙆‍♂
7808,2020-03-25,11:24 AM,Success,Aww charlie the tin thry grow oo
7809,2020-03-25,11:24 AM,Success,I hope it's still not locals🙏
7810,2020-03-25,11:25 AM,Mina,Lol. Udey fear paa oo
7811,2020-03-25,11:28 AM,Success,Not for me alone oo for all of us
7812,2020-03-25,11:28 AM,Success,It's getting dawn serious
7813,2020-03-25,11:28 AM,Success,Damn^
7814,2020-03-25,11:30 AM,Mina,Yh
7815,2020-03-25,11:32 AM,Success,30 has been in the general population?
7816,2020-03-25,11:34 AM,Mina,Yh.
7817,2020-03-25,11:36 AM,Success,Only God can save us
7818,2020-03-25,11:37 AM,Mina,Yh
7819,2020-03-25,11:43 AM,Mina,Ok so only 3 of the people are actual Ghanaians who haven't travelled before
7820,2020-03-25,11:44 AM,Mina,The rest are not under the mandatory quarantine but came into the country perhaps earlier before the mandatory quarantine begun
7821,2020-03-25,11:47 AM,Success,That's sounds better atleast
7822,2020-03-25,11:47 AM,Success,Oh okay
7823,2020-03-25,11:48 AM,Mina,There's a vaccine now
7824,2020-03-25,11:50 AM,Success,Wow greatest new so far🙏🙏
7825,2020-03-25,11:50 AM,Mina,It's not true
7826,2020-03-25,11:50 AM,Mina,They're fooling
7827,2020-03-25,11:50 AM,Mina,It's a test kit
7828,2020-03-25,11:51 AM,Success,Oh🤦‍♂
7829,2020-03-25,11:53 AM,Mina,Lol is this c++?
7830,2020-03-25,11:54 AM,Mina,I want you to do something for me
7831,2020-03-25,11:55 AM,Success,Naa
7832,2020-03-25,11:55 AM,Success,Tell me
7833,2020-03-25,11:57 AM,Mina,I want to take up some french course bi. N learn French. So I want you to do research on it for me n get credible apps or websites or whatever it may be😀I'm too lazy to do that
7834,2020-03-25,11:58 AM,Mina,A certain lady bi . She used to buy credit from me . She speaks French only . N so when she realized that I understand her language small small. She won't stop disturbing me
7835,2020-03-25,11:58 AM,Success,😂😂no p.
7836,2020-03-25,11:58 AM,Success,I got u
7837,2020-03-25,11:59 AM,Success,Yh i see that tin. Language boundage😂😂
7838,2020-03-25,11:59 AM,Mina,😂
7839,2020-03-25,11:59 AM,Mina,Ehard oo
7840,2020-03-25,12:00 PM,Mina,Sometimes I had to take it back to yesterday before I could understand her🤣🤣🤣🤣
7841,2020-03-25,12:00 PM,Mina,I regret not taking French seriously in sch
7842,2020-03-25,12:00 PM,Success,Eiii😂😂😂
7843,2020-03-25,12:00 PM,Success,Remember ur teachers face and all😂😂
7844,2020-03-25,12:01 PM,Mina,Oh Charlie
7845,2020-03-25,12:01 PM,Mina,Nana do the search right now oo
7846,2020-03-25,12:01 PM,Mina,Na this virus de3 enobi today.
7847,2020-03-25,12:01 PM,Mina,I need to put myself to use
7848,2020-03-25,12:02 PM,Success,On it
7849,2020-03-25,12:02 PM,Mina,Kk
7850,2020-03-25,12:07 PM,,Success: https://www.duolingo.com › courseThe world's best way to learn French - Duolingo
7851,2020-03-25,12:08 PM,,Success: https://alison.com › course › diplom...Online French Certification Course - Study French for Free | Alison
7852,2020-03-25,12:11 PM,Success,Ad·www.memory.com/Online Free French Learning - Try Our Online French Courses - memory.com
7853,2020-03-25,12:12 PM,,Success: https://play.google.com/store/apps/details?id=com.duolingo
7854,2020-03-25,12:12 PM,Success,Recommended✅
7855,2020-03-25,12:12 PM,Success,It's app
7856,2020-03-25,12:20 PM,Success,Wow try it first its good
7857,2020-03-25,12:22 PM,Mina,Ok
7858,2020-03-25,12:32 PM,Mina,I don't like it .
7859,2020-03-25,12:33 PM,Mina,They're teaching asif I already know it.
7860,2020-03-25,12:33 PM,Mina,They should have started with the alphabets
7861,2020-03-25,12:35 PM,Success,Did u choose beginner?
7862,2020-03-25,12:35 PM,Success,Try the other ones
7863,2020-03-25,1:27 PM,Mina,Yh.
7864,2020-03-25,1:40 PM,Success,Ohk
7865,2020-03-25,6:09 PM,Mina,Nana
7866,2020-03-25,6:09 PM,Mina,The Alison no
7867,2020-03-25,6:10 PM,Mina,I'm unable to access it oo
7868,2020-03-25,6:10 PM,Mina,I've registered and all but the things ain't loading
7869,2020-03-25,6:11 PM,Mina,I think they're videos or so.
7870,2020-03-25,6:12 PM,Success,Might be network problem or
7871,2020-03-25,6:12 PM,Mina,<Media omitted>
7872,2020-03-25,6:13 PM,Mina,I looked at the course content and it was comprehensive but when I clicked the start course it didn't come . The page was blank
7873,2020-03-25,6:18 PM,Success,Try playing it again
7874,2020-03-25,6:19 PM,Success,Let me also try
7875,2020-03-25,6:19 PM,Success,The network is becoming worst over here oo
7876,2020-03-25,6:22 PM,Mina,Waa see
7877,2020-03-25,7:21 PM,Mina,My scammer husband just came to pass
7878,2020-03-25,8:20 PM,Success,Did he say hi
7879,2020-03-25,8:33 PM,Success,😂😂ampa oo
7880,2020-03-25,9:01 PM,Mina,Yh. He didn't even come near😂
7881,2020-03-25,9:02 PM,Mina,He just Hala from a distance
7882,2020-03-25,9:02 PM,Mina,He's a funny guy
7883,2020-03-25,9:03 PM,Mina,"When he said he was travelling and he travelled, he called me sometime bi that he needed credit. 2cedis . And them he called that he needed 11cediscredit he'll pay when he comes. He couldn't get credit where he was ."
7884,2020-03-25,9:04 PM,Mina,I told him my credit was finished
7885,2020-03-25,9:04 PM,Mina,Lol.
7886,2020-03-25,9:04 PM,Mina,Ask me if he has come to pay the 2cedis a
7887,2020-03-25,9:05 PM,Success,He dey come scam u too
7888,2020-03-25,9:05 PM,Mina,Oh mese
7889,2020-03-25,9:05 PM,Success,Let him take his rice water go
7890,2020-03-25,9:05 PM,Mina,🤣
7891,2020-03-25,9:06 PM,Mina,I won't even entertain him in this Corona era
7892,2020-03-25,9:06 PM,Mina,Today I went to my workplace oo😂🤭
7893,2020-03-25,9:06 PM,Success,😂😂🤝
7894,2020-03-25,9:06 PM,Mina,I was bored in the house
7895,2020-03-25,9:07 PM,Success,Becareful oo
7896,2020-03-25,9:07 PM,Success,Hw was the market?
7897,2020-03-25,9:09 PM,Mina,Cool.
7898,2020-03-25,9:09 PM,Mina,Na me in all I didn't stay there for 3 hours seff
7899,2020-03-25,9:10 PM,Mina,Abi the place is very close to the house. Like 2mins seff I'll get home.
7900,2020-03-25,9:10 PM,Mina,"I went because even though I don't go, they come to the house to disturb me"
7901,2020-03-25,9:11 PM,Success,Ohk
7902,2020-03-25,9:12 PM,Success,So can we really wash or sanitize after each money we touch?
7903,2020-03-25,9:12 PM,Success,Wen u r in a shop or dealing with money almost every min
7904,2020-03-25,9:13 PM,Mina,Yh . I do it .
7905,2020-03-25,9:13 PM,Success,Good
7906,2020-03-25,9:14 PM,Mina,Hw3 the woman and her husband always laugh at me
7907,2020-03-25,9:14 PM,Mina,"Hw3 I use sanitizer after every customer. On my phone, hands , pen and everything😂😂😂"
7908,2020-03-25,9:15 PM,Success,Eiii😂😂😂😂
7909,2020-03-25,9:15 PM,Mina,After about 5 customers I'll get up and wash my hands with soap and water 😂😂😂
7910,2020-03-25,9:15 PM,Mina,Hw3 serious precautions oo
7911,2020-03-25,9:15 PM,Success,😂😂😂😂😂
7912,2020-03-25,9:16 PM,Mina,Today a certain guy bi didn't know and he held my hand the way I warned him enh
7913,2020-03-25,9:16 PM,Mina,N I smeared sanitizer on my hands and arms all😂😂😂😂
7914,2020-03-25,9:16 PM,Mina,Hebore .
7915,2020-03-25,9:17 PM,Mina,"N he was explaining to a certain guy passing by.  The guy listened quietly and told him that abi it's the right thing I did, I've done it a I've done it and he left 🤣🤣🤣🤣🤣🤣🤣"
7916,2020-03-25,9:17 PM,Mina,I laughed saaa
7917,2020-03-25,9:17 PM,Success,Oohh😂😂😂😂
7918,2020-03-25,9:18 PM,Success,Slow😂😂😂😂😂
7919,2020-03-25,9:18 PM,Mina,🤣🤣🤣🤣🤣🤣
7920,2020-03-25,9:19 PM,Mina,The funny thing is that he kept quiet and listened saaa. When he got done he thought he'll support him . And he said that n left.
7921,2020-03-25,9:19 PM,Mina,The guy couldn't say anything seff
7922,2020-03-25,9:20 PM,Success,😂😂😂😂😂
7923,2020-03-25,9:21 PM,Success,Ahh hasnt he heard all these precautions
7924,2020-03-25,9:21 PM,Success,We hebore no
7925,2020-03-25,9:25 PM,Mina,Tswww
7926,2020-03-25,9:25 PM,Mina,They haven't heard?
7927,2020-03-25,9:26 PM,Mina,Na u cape coast here the way everyone is living normally no 😂😂😂ego shock u
7928,2020-03-25,9:27 PM,Success,Hmm... abi den no record any case yet
7929,2020-03-25,9:27 PM,Success,Make dem chill na by time dey record one na...😂😂😂😂
7930,2020-03-25,10:09 PM,Mina,93 now oo
7931,2020-03-25,10:10 PM,Success,Eiii charlie
7932,2020-03-25,10:10 PM,Success,Local dey mong?
7933,2020-03-25,10:16 PM,Mina,I'm still doing my investigations
7934,2020-03-25,10:21 PM,Success,✌✌🤝
7935,2020-03-25,10:39 PM,Mina,Well no
7936,2020-03-26,12:02 AM,Success,Hw far
7937,2020-03-26,6:22 AM,Mina,I slept oo lol
7938,2020-03-26,6:22 AM,Mina,But they didn't add explanations so let wait for the health minister
7939,2020-03-26,9:14 AM,Mina,Ahh😂🤦‍♀️I had to listen attentively before I could figure the language I was speaking
7940,2020-03-26,9:16 AM,Mina,Good morning
7941,2020-03-26,12:02 PM,Success,Kk
7942,2020-03-26,12:02 PM,Success,😂😂😂
7943,2020-03-26,12:02 PM,Success,Fine afternoon
7944,2020-03-26,12:03 PM,Success,I am seeing 132 cases oo
7945,2020-03-26,12:03 PM,Success,Hmm...
7946,2020-03-26,2:34 PM,Mina,Yh
7947,2020-03-26,5:55 PM,Mina,<Media omitted>
7948,2020-03-26,5:55 PM,Mina,<Media omitted>
7949,2020-03-26,6:47 PM,Success,😂😂
7950,2020-03-26,6:47 PM,Success,U can clearly see she is busty
7951,2020-03-26,6:48 PM,Success,Her sometin dont go in her dresses
7952,2020-03-26,6:48 PM,Success,She should consult her tailor
7953,2020-03-26,7:12 PM,Mina,😂😂😂it's intentional la
7954,2020-03-26,7:13 PM,Mina,Can't she  tell the seamstress to  sew that which will contain all her things
7955,2020-03-26,7:22 PM,Success,😂😂
7956,2020-03-26,7:23 PM,Success,Maybe the dresses r a lil old n the tins has over grown thats why
7957,2020-03-26,7:23 PM,Success,But it's fine oo
7958,2020-03-26,7:23 PM,Success,Don't see any hip oo
7959,2020-03-26,7:24 PM,Success,It's normal😂😂
7960,2020-03-26,7:36 PM,Mina,You deleted this message
7961,2020-03-26,7:36 PM,Mina,You deleted this message
7962,2020-03-26,7:36 PM,Mina,Abi u de3
7963,2020-03-26,7:36 PM,Mina,So naa u want
7964,2020-03-26,7:52 PM,Success,😂😂😂
7965,2020-03-26,7:52 PM,Success,Oh u can ask anyone
7966,2020-03-26,7:53 PM,Success,Dey wont condemn it
7967,2020-03-26,7:54 PM,Mina,Abi boys de3
7968,2020-03-26,7:55 PM,Success,Missed ur call
7969,2020-03-26,7:55 PM,Success,Now the mtn dey  job oo
7970,2020-03-26,7:55 PM,Mina,Yh
7971,2020-03-26,7:56 PM,Success,It's in some alatsa fone inside
7972,2020-03-26,7:56 PM,Mina,Lol
7973,2020-03-26,7:58 PM,Success,U saf u for do then wear some of ur childhood dresses so say .....😂😂😂
7974,2020-03-26,7:59 PM,Mina,Nonsense
7975,2020-03-26,7:59 PM,Mina,You want people to see my things enh 😂
7976,2020-03-26,7:59 PM,Success,Light one bi
7977,2020-03-26,8:00 PM,Success,Sometin small for the boys😂😂😂
7978,2020-03-26,8:01 PM,Mina,You know I can't do it
7979,2020-03-26,8:01 PM,Mina,I can't oo😹😹😹
7980,2020-03-26,8:01 PM,Success,😂😂i know paa
7981,2020-03-26,8:01 PM,Mina,Like lectures so the. I wear things to expose things
7982,2020-03-26,8:01 PM,Success,I just dey joke
7983,2020-03-26,8:02 PM,Mina,Nana
7984,2020-03-26,8:02 PM,Success,Mina
7985,2020-03-26,8:03 PM,Success,Na where I go sleep today😂😂
7986,2020-03-26,8:03 PM,Mina,😹😹😹fuck you
7987,2020-03-26,8:06 PM,Mina,😂😂😂😂😂🤦‍♀️
7988,2020-03-26,8:06 PM,Success,😂😂😂
7989,2020-03-26,8:06 PM,Mina,Nana .
7990,2020-03-26,8:06 PM,Mina,So why have you done that settings
7991,2020-03-26,8:07 PM,Success,Which setting?
7992,2020-03-26,8:08 PM,Mina,Mark as unread
7993,2020-03-26,8:09 PM,Success,I change it oo
7994,2020-03-26,8:09 PM,Mina,When
7995,2020-03-26,8:09 PM,Success,Oh let me check
7996,2020-03-26,8:09 PM,Success,But urs ticks blue so I tot all is well
7997,2020-03-26,8:10 PM,Success,Fine now?
7998,2020-03-26,8:11 PM,Mina,Lemme check
7999,2020-03-26,8:11 PM,Mina,Yh
8000,2020-03-26,8:11 PM,Success,Okay
8001,2020-03-26,8:12 PM,Mina,Nana .
8002,2020-03-26,8:13 PM,Success,Mina
8003,2020-03-26,8:13 PM,Mina,Someone told me to start blogging since I've turned into information minister
8004,2020-03-26,8:13 PM,Success,Will you get time for it?
8005,2020-03-26,8:14 PM,Success,To chase after stories and then write them
8006,2020-03-26,8:15 PM,Mina,Apuu
8007,2020-03-26,8:15 PM,Mina,😹😹😹
8008,2020-03-26,8:15 PM,Mina,Unless I update people on u n I
8009,2020-03-26,8:15 PM,Mina,We'll do nana and Nana ekua😹😹😹
8010,2020-03-26,8:16 PM,Success,Exactly 😂😂😂
8011,2020-03-26,8:16 PM,Mina,Na that thing will we get money ?
8012,2020-03-26,8:17 PM,Success,Apuu
8013,2020-03-26,8:17 PM,Success,No better money bia oo
8014,2020-03-26,8:17 PM,Success,U sometimes hv to rely on clicks 4 money
8015,2020-03-26,8:18 PM,Success,It reminded me of maa and akua😂😂😂
8016,2020-03-26,8:19 PM,Success,How r dey doing?😂😂
8017,2020-03-26,8:25 PM,Mina,What is that too
8018,2020-03-26,8:26 PM,Mina,I'm good. U?
8019,2020-03-26,8:26 PM,Success,😂😂
8020,2020-03-26,8:26 PM,Success,I am fine
8021,2020-03-26,8:27 PM,Success,Maa on the left and akua on the right
8022,2020-03-26,8:27 PM,Success,U hv forgotten deir names 😂😂
8023,2020-03-26,8:28 PM,Mina,Aaaaaaaaaaanh
8024,2020-03-26,8:28 PM,Mina,Herh
8025,2020-03-26,8:28 PM,Success,😂😂😂😂🏃‍♂🏃‍♂
8026,2020-03-26,8:29 PM,Mina,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
8027,2020-03-26,8:29 PM,Mina,Nonsense
8028,2020-03-26,8:29 PM,Mina,🤦‍♀️🤣🤣🤣
8029,2020-03-26,8:29 PM,Success,😂😂
8030,2020-03-26,8:30 PM,Mina,My scammer husband just came here
8031,2020-03-26,8:31 PM,Success,To ur house?
8032,2020-03-26,8:31 PM,Mina,My workplace
8033,2020-03-26,8:31 PM,Mina,Can he come to my house?
8034,2020-03-26,8:32 PM,Success,Os3 den
8035,2020-03-26,8:33 PM,Mina,He's going to have his haircut and come . My senior brother was here.  N people were around
8036,2020-03-26,8:34 PM,Success,Do u tink he will be back?
8037,2020-03-26,8:34 PM,Mina,Yh
8038,2020-03-26,8:35 PM,Success,Hope he does continue with the same old story
8039,2020-03-26,8:39 PM,Mina,He's mad
8040,2020-03-26,8:51 PM,Success,He dare not
8041,2020-03-26,8:54 PM,Mina,Alla abode3😹😹😹
8042,2020-03-26,9:20 PM,Success,😂😂🤝
8043,2020-03-26,9:26 PM,Mina,😂😂😂
8044,2020-03-26,10:34 PM,Success,I hope he didnt
8045,2020-03-26,10:34 PM,Mina,Oh nuuh
8046,2020-03-26,10:34 PM,Mina,Ab)de3
8047,2020-03-26,10:34 PM,Success,💪💪💪
8048,2020-03-26,10:41 PM,Mina,🤣🤣🤣🤣
8049,2020-03-26,10:41 PM,Mina,Have you heard about the vaccine?
8050,2020-03-26,10:42 PM,Success,Naa
8051,2020-03-26,10:42 PM,Success,Dem get?
8052,2020-03-26,10:43 PM,Mina,😂😂😂😂😂
8053,2020-03-26,10:43 PM,Mina,Eii
8054,2020-03-26,10:43 PM,Mina,Which part of Ghana are you
8055,2020-03-26,10:44 PM,Success,Eiii
8056,2020-03-26,10:44 PM,Mina,"They said a certain 3 year old child has had a revelation that everyone should look inside their Bible's na u'll see hair in it.  Put it in water, stair and drink"
8057,2020-03-26,10:45 PM,Success,Woow
8058,2020-03-26,10:45 PM,Success,On a more serious note
8059,2020-03-26,10:45 PM,Success,Eiii💔💔
8060,2020-03-26,10:46 PM,Success,Hair in bible
8061,2020-03-26,10:46 PM,Success,Wow
8062,2020-03-26,10:47 PM,Mina,Oh massa
8063,2020-03-26,10:47 PM,Mina,I won't accept this ebei. Lol
8064,2020-03-26,10:48 PM,Success,How
8065,2020-03-26,10:48 PM,Mina,"Na bible is it not human beings that use it, it is possible that the hair on ur head can fall into any page ."
8066,2020-03-26,10:48 PM,Mina,N it's just a hear say
8067,2020-03-26,10:49 PM,Mina,A 3 years old child knows what a dream is and can tell it?
8068,2020-03-26,10:49 PM,Mina,Knows Coronavirus
8069,2020-03-26,10:49 PM,Success,This is too much
8070,2020-03-26,10:49 PM,Success,3years paa
8071,2020-03-26,10:49 PM,Success,Ghanafo paa
8072,2020-03-26,10:49 PM,Mina,They should bring out the child who had the revelation
8073,2020-03-26,10:50 PM,Mina,It's not true
8074,2020-03-26,10:50 PM,Mina,Lol.
8075,2020-03-26,10:50 PM,Mina,Today a certain video bi
8076,2020-03-26,10:50 PM,Mina,Someone has gone to a shop and is shouting and caughing that he is the Corona virus
8077,2020-03-26,10:50 PM,Mina,And everyone was running
8078,2020-03-26,10:51 PM,Mina,Coughing*
8079,2020-03-26,10:51 PM,Success,😂😂😂😂
8080,2020-03-26,10:51 PM,Success,Ghana here naa
8081,2020-03-26,10:52 PM,Mina,Someone even ran n left her child
8082,2020-03-26,10:52 PM,Mina,How?
8083,2020-03-26,10:52 PM,Mina,Smh
8084,2020-03-26,10:52 PM,Mina,People have believed this shid.
8085,2020-03-26,10:52 PM,Success,😂😂😂
8086,2020-03-26,10:52 PM,Mina,You see religion was made to mould us
8087,2020-03-26,10:53 PM,Mina,"But coupled with religion, God gave us brains"
8088,2020-03-26,10:53 PM,Mina,To be able to distinguish between right n wrong
8089,2020-03-26,10:53 PM,Mina,What is the meaning of all this?
8090,2020-03-26,10:54 PM,Success,Oh mese
8091,2020-03-26,10:54 PM,Success,Hair in bible paaa
8092,2020-03-26,10:54 PM,Mina,Tsw. People have put their trust in it aaa ma . Today many people were opening their bibles leaf by leaf looking for hair
8093,2020-03-26,10:55 PM,Success,Seriously wow
8094,2020-03-26,10:56 PM,Mina,"If at all, there was a revelation, then probably it could be proverbial. Meaning we should go back to our books and get closer to God. Cos because of this people who don't have Bibles are looking for some to find hair.  If you can open from cover to cover to look for hair bh u can't read, then it's over to you ."
8095,2020-03-26,10:57 PM,Mina,"Apart from that, there's nothing they'll say."
8096,2020-03-26,10:57 PM,Mina,Ebei
8097,2020-03-26,10:57 PM,Mina,<Media omitted>
8098,2020-03-26,10:57 PM,Mina,<Media omitted>
8099,2020-03-26,10:59 PM,Success,😂😂😂😂😂😂😂😂
8100,2020-03-26,10:59 PM,Success,🤭😂😂😂😂
8101,2020-03-26,11:00 PM,Success,Eiii asem paa nie
8102,2020-03-26,11:00 PM,Mina,😂😂😂😂
8103,2020-03-26,11:00 PM,Mina,The part he said fa nkyene ka ho dey weak me🤣🤣🤣🤣🤣
8104,2020-03-26,11:00 PM,Success,But I am amazed hw this tin is flying
8105,2020-03-26,11:00 PM,Success,😂😂😂😂
8106,2020-03-26,11:01 PM,Mina,Ahh. My workplace the woman there is a Muslim. One other woman there too is a Muslim. They were all looking for hair in Bible
8107,2020-03-26,11:01 PM,Success,Eiiìi😂😂😂
8108,2020-03-26,11:01 PM,Mina,The woman's husband came . He also went for bible. Busily opening cover to cover
8109,2020-03-26,11:02 PM,Mina,To look for hair
8110,2020-03-26,11:02 PM,Success,3year old baby😂😂😂💔
8111,2020-03-26,11:02 PM,Mina,The other woman around  said she has found 4 strands of hair
8112,2020-03-26,11:02 PM,Mina,Nsemfo saa
8113,2020-03-26,11:02 PM,Mina,It's not true.
8114,2020-03-26,11:03 PM,Mina,By now a child is fooling oo n it has gone viral like that
8115,2020-03-26,11:03 PM,Mina,Ahh it's trending everywhere
8116,2020-03-26,11:07 PM,Success,😂😂😂
8117,2020-03-26,11:07 PM,Mina,Hmm
8118,2020-03-26,11:07 PM,Mina,I'm even shy for them
8119,2020-03-26,11:08 PM,Success,I heard it ..but didnt take it seriously
8120,2020-03-26,11:08 PM,Mina,You a man too uve come back from work n they've told you this thing a uve believed it n ur looking for hair .
8121,2020-03-26,11:08 PM,Success,3yrs deir lie ben
8122,2020-03-26,11:09 PM,Mina,The other woman de3 I'm sure she'll put it in water n drink some n give some to her kids
8123,2020-03-26,11:09 PM,Mina,The way she believes in nonsense things no
8124,2020-03-26,11:09 PM,Success,So like he would drink it?
8125,2020-03-26,11:09 PM,Mina,🤷‍♀️ maybe
8126,2020-03-26,11:10 PM,Success,Ahh ahh
8127,2020-03-26,11:12 PM,Success,How come today u hv passed 10.30
8128,2020-03-26,11:12 PM,Mina,Oh 😂😂😂😂
8129,2020-03-26,11:12 PM,Mina,I slept in the afternoon
8130,2020-03-26,11:12 PM,Success,😂😂😂
8131,2020-03-26,11:12 PM,Mina,I was having a severe headache
8132,2020-03-26,11:13 PM,Success,Dats why
8133,2020-03-26,11:13 PM,Success,Hope u good now
8134,2020-03-26,11:15 PM,Success,😂😂😂
8135,2020-03-26,11:22 PM,Mina,Not really
8136,2020-03-26,11:24 PM,Success,U r fine
8137,2020-03-26,11:24 PM,Mina,Amen
